GeneSet_Category	GeneSet_Sub_Category	GeneSet_Name
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TELOMERE_CAP_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TERMINAL_BOUTON
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TERTIARY_GRANULE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TERTIARY_GRANULE_LUMEN
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TERTIARY_GRANULE_MEMBRANE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TETRASPANIN_ENRICHED_MICRODOMAIN
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_THO_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TIGHT_JUNCTION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TIM23_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_TRANSLOCASE_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TOR_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TORC1_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TORC2_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANS_GOLGI_NETWORK
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANS_GOLGI_NETWORK_MEMBRANE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE_MEMBRANE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSCRIPTION_EXPORT_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSCRIPTION_EXPORT_COMPLEX_2
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSCRIPTION_FACTOR_TFIIA_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSCRIPTION_FACTOR_TFIID_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSCRIPTION_FACTOR_TFIIH_HOLO_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSCRIPTION_FACTOR_TFIIIC_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSCRIPTION_FACTOR_TFTC_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSCRIPTION_PREINITIATION_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSCRIPTION_REGULATOR_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSCRIPTION_REPRESSOR_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSCRIPTIONALLY_ACTIVE_CHROMATIN
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSFERASE_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSLATION_PREINITIATION_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSLOCON_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSPORT_VESICLE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSPORT_VESICLE_MEMBRANE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRANSPORTER_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRAPP_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRIGLYCERIDE_RICH_PLASMA_LIPOPROTEIN_PARTICLE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRNA_METHYLTRANSFERASE_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TRNA_SPLICING_LIGASE_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TROPONIN_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_TUBULAR_ENDOSOME
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_U1_SNRNP
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_U12_TYPE_SPLICEOSOMAL_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_U2_SNRNP
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_U2_TYPE_CATALYTIC_STEP_2_SPLICEOSOME
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_U2_TYPE_SPLICEOSOMAL_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_U2AF_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_U4_SNRNP
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_U5_SNRNP
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_U6_SNRNP
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_U7_SNRNP
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_UBIQUITIN_CONJUGATING_ENZYME_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_UBIQUITIN_LIGASE_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_UNCONVENTIONAL_MYOSIN_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_UNIPLEX_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_VACUOLAR_LUMEN
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_VACUOLAR_MEMBRANE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_VACUOLAR_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_VACUOLE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_VARICOSITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_VCB_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_VCP_NPL4_UFD1_AAA_ATPASE_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_VESICLE_COAT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_VESICLE_LUMEN
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_VESICLE_MEMBRANE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_VESICLE_TETHERING_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_VOLTAGE_GATED_SODIUM_CHANNEL_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_WASH_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_WEIBEL_PALADE_BODY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_WNT_SIGNALOSOME
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_X_CHROMOSOME
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_XY_BODY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_ZONA_PELLUCIDA_RECEPTOR_COMPLEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_ZONULA_ADHERENS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_ZYMOGEN_GRANULE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOCC_ZYMOGEN_GRANULE_MEMBRANE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_1_4_ALPHA_OLIGOGLUCAN_PHOSPHORYLASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_1_ACYL_2_LYSOPHOSPHATIDYLSERINE_ACYLHYDROLASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_1_ACYLGLYCEROPHOSPHOCHOLINE_O_ACYLTRANSFERASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_1_ALKYL_2_ACETYLGLYCEROPHOSPHOCHOLINE_ESTERASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_1_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_1_PHOSPHATIDYLINOSITOL_3_KINASE_REGULATOR_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_1_PHOSPHATIDYLINOSITOL_4_KINASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_1_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_3_KINASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_1_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_5_KINASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_1_PHOSPHATIDYLINOSITOL_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_11_CIS_RETINAL_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_14_3_3_PROTEIN_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_2_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_2_IRON_2_SULFUR_CLUSTER_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_2_OXOGLUTARATE_DEPENDENT_DIOXYGENASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_3_5_CYCLIC_GMP_PHOSPHODIESTERASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_3_5_DNA_HELICASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_3_5_EXODEOXYRIBONUCLEASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_3_5_EXONUCLEASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_3_BETA_HYDROXY_DELTA5_STEROID_DEHYDROGENASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_3_CHLOROALLYL_ALDEHYDE_DEHYDROGENASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_3_HYDROXYACYL_COA_DEHYDRATASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_3_HYDROXYACYL_COA_DEHYDROGENASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_3_KETO_STEROL_REDUCTASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_3_OXO_ARACHIDOYL_COA_SYNTHASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_4_GALACTOSYL_N_ACETYLGLUCOSAMINIDE_3_ALPHA_L_FUCOSYLTRANSFERASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_4_IRON_4_SULFUR_CLUSTER_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_5_3_DNA_HELICASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_5_3_EXODEOXYRIBONUCLEASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_5_3_EXONUCLEASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_5_DEOXYRIBOSE_5_PHOSPHATE_LYASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_5ALPHA_ANDROSTANE_3BETA_17BETA_DIOL_DEHYDROGENASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_5S_RRNA_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_7S_RNA_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_7SK_SNRNA_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ABC_TYPE_GLUTATHIONE_S_CONJUGATE_TRANSPORTER_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ABC_TYPE_TRANSPORTER_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ABC_TYPE_XENOBIOTIC_TRANSPORTER_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACETYL_COA_C_ACETYLTRANSFERASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACETYL_COA_HYDROLASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACETYLCHOLINE_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACETYLCHOLINE_GATED_CATION_SELECTIVE_CHANNEL_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACETYLCHOLINE_RECEPTOR_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACETYLCHOLINE_RECEPTOR_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACETYLCHOLINE_RECEPTOR_INHIBITOR_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACETYLESTERASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACETYLTRANSFERASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACID_AMINO_ACID_LIGASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACID_PHOSPHATASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACID_THIOL_LIGASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACIDIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACROSIN_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACTIN_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACTIN_DEPENDENT_ATPASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACTIN_FILAMENT_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACTIN_MONOMER_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACTININ_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACTIVIN_ACTIVATED_RECEPTOR_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACTIVIN_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACTIVIN_RECEPTOR_ACTIVITY_TYPE_I
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACTIVIN_RECEPTOR_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACYL_COA_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACYL_COA_DEHYDROGENASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACYL_COA_OXIDASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACYLGLYCEROL_LIPASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ADENOSINE_DEAMINASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ADENYL_NUCLEOTIDE_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ADENYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ADENYLATE_CYCLASE_ACTIVATOR_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ADENYLATE_CYCLASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ADENYLATE_CYCLASE_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ADENYLATE_KINASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ADENYLYLTRANSFERASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ADP_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ADP_RIBOSE_DIPHOSPHATASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ADP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ADRENERGIC_RECEPTOR_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ADRENERGIC_RECEPTOR_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALANINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALCOHOL_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALCOHOL_DEHYDROGENASE_ACTIVITY_ZINC_DEPENDENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALCOHOL_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALCOHOL_DEHYDROGENASE_NADPPLUS_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALDEHYDE_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALDEHYDE_LYASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALDITOL_NADPPLUS_1_OXIDOREDUCTASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALDO_KETO_REDUCTASE_NADP_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALKALI_METAL_ION_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALKANE_1_MONOOXYGENASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALPHA_1_3_FUCOSYLTRANSFERASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALPHA_2A_ADRENERGIC_RECEPTOR_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALPHA_ACTININ_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALPHA_ADRENERGIC_RECEPTOR_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALPHA_CATENIN_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALPHA_GLUCOSIDASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALPHA_N_ACETYLGALACTOSAMINIDE_ALPHA_2_6_SIALYLTRANSFERASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALPHA_N_ACETYLNEURAMINATE_ALPHA_2_8_SIALYLTRANSFERASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ALPHA_TUBULIN_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AMIDE_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AMIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AMIDINE_LYASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AMINE_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AMINO_ACID_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AMINO_ACID_CATION_SYMPORTER_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AMINO_ACID_SODIUM_SYMPORTER_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AMINOACYL_TRNA_EDITING_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AMINOACYLASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AMINOPEPTIDASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AMINOPHOSPHOLIPID_FLIPPASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AMMONIA_LYASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AMMONIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AMP_ACTIVATED_PROTEIN_KINASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AMP_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AMYLASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AMYLOID_BETA_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ANAPHASE_PROMOTING_COMPLEX_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ANDROGEN_RECEPTOR_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ANDROSTAN_3_ALPHA_17_BETA_DIOL_DEHYDROGENASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ANGIOTENSIN_RECEPTOR_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ANION_CATION_SYMPORTER_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ANION_CHANNEL_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ANION_SODIUM_SYMPORTER_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ANKYRIN_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ANKYRIN_REPEAT_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ANNEALING_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ANNEALING_HELICASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ANTIGEN_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ANTIOXIDANT_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ANTIPORTER_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AP_1_ADAPTOR_COMPLEX_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_AP_2_ADAPTOR_COMPLEX_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_APOLIPOPROTEIN_A_I_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_APOLIPOPROTEIN_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_APOLIPOPROTEIN_RECEPTOR_BINDING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ARACHIDONATE_COA_LIGASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ARACHIDONIC_ACID_EPOXYGENASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ARACHIDONIC_ACID_MONOOXYGENASE_ACTIVITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOMF_ARGININE_BINDING
