GeneSet_Category	GeneSet_Sub_Category	GeneSet_Name
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.L.KYNURENINE.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.L.LYSINE.TRANSMEMBRANE.TRANSPORT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.L.METHIONINE.SALVAGE.FROM.METHYLTHIOADENOSINE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.L.PHENYLALANINE.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.L.SERINE.BIOSYNTHETIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.L.SERINE.CATABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.L.SERINE.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.L.SERINE.TRANSPORT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LABYRINTHINE.LAYER.BLOOD.VESSEL.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LABYRINTHINE.LAYER.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LABYRINTHINE.LAYER.MORPHOGENESIS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LACRIMAL.GLAND.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LACTATE.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LACTATE.TRANSMEMBRANE.TRANSPORT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LACTATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LAMELLIPODIUM.ASSEMBLY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LAMELLIPODIUM.MORPHOGENESIS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LAMELLIPODIUM.ORGANIZATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LATE.ENDOSOME.TO.GOLGI.TRANSPORT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LATE.ENDOSOME.TO.LYSOSOME.TRANSPORT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LATE.ENDOSOME.TO.VACUOLE.TRANSPORT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LATE.ENDOSOME.TO.VACUOLE.TRANSPORT.VIA.MULTIVESICULAR.BODY.SORTING.PATHWAY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LATE.NUCLEOPHAGY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LATERAL.MESODERM.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LATERAL.SPROUTING.FROM.AN.EPITHELIUM
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LATERAL.VENTRICLE.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LAYER.FORMATION.IN.CEREBRAL.CORTEX
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEARNED.VOCALIZATION.BEHAVIOR.OR.VOCAL.LEARNING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEARNING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEFT.RIGHT.AXIS.SPECIFICATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEFT.RIGHT.PATTERN.FORMATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LENS.DEVELOPMENT.IN.CAMERA.TYPE.EYE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LENS.FIBER.CELL.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LENS.FIBER.CELL.DIFFERENTIATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LENS.FIBER.CELL.MORPHOGENESIS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LENS.MORPHOGENESIS.IN.CAMERA.TYPE.EYE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEPTIN.MEDIATED.SIGNALING.PATHWAY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUCINE.CATABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUCINE.IMPORT.ACROSS.PLASMA.MEMBRANE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUCINE.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUCINE.TRANSPORT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKEMIA.INHIBITORY.FACTOR.SIGNALING.PATHWAY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOCYTE.ADHESION.TO.ARTERIAL.ENDOTHELIAL.CELL
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOCYTE.ADHESION.TO.VASCULAR.ENDOTHELIAL.CELL
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOCYTE.AGGREGATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOCYTE.APOPTOTIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOCYTE.CELL.CELL.ADHESION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOCYTE.CHEMOTAXIS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOCYTE.CHEMOTAXIS.INVOLVED.IN.INFLAMMATORY.RESPONSE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOCYTE.DIFFERENTIATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOCYTE.HOMEOSTASIS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOCYTE.MEDIATED.CYTOTOXICITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOCYTE.MEDIATED.IMMUNITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOCYTE.MIGRATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOCYTE.MIGRATION.INVOLVED.IN.INFLAMMATORY.RESPONSE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOCYTE.PROLIFERATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOCYTE.TETHERING.OR.ROLLING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOTRIENE.B4.CATABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOTRIENE.B4.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOTRIENE.BIOSYNTHETIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOTRIENE.D4.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOTRIENE.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOTRIENE.SIGNALING.PATHWAY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEUKOTRIENE.TRANSPORT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LEYDIG.CELL.DIFFERENTIATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIMB.BUD.FORMATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIMBIC.SYSTEM.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LINOLEIC.ACID.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPID.BIOSYNTHETIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPID.CATABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPID.DIGESTION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPID.DROPLET.FORMATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPID.DROPLET.ORGANIZATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPID.EXPORT.FROM.CELL
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPID.GLYCOSYLATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPID.HOMEOSTASIS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPID.HYDROXYLATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPID.IMPORT.INTO.CELL
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPID.LOCALIZATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPID.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPID.MODIFICATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPID.OXIDATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPID.PHOSPHORYLATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPID.STORAGE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPID.TRANSLOCATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPID.TRANSPORT.ACROSS.BLOOD.BRAIN.BARRIER
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPOPHAGY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPOPOLYSACCHARIDE.MEDIATED.SIGNALING.PATHWAY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPOPROTEIN.BIOSYNTHETIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPOPROTEIN.CATABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPOPROTEIN.LOCALIZATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPOPROTEIN.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPOSACCHARIDE.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPOXIN.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIPOXYGENASE.PATHWAY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIVER.MORPHOGENESIS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LIVER.REGENERATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LOCALIZATION.WITHIN.MEMBRANE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LOCOMOTION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LOCOMOTION.INVOLVED.IN.LOCOMOTORY.BEHAVIOR
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LOCOMOTOR.RHYTHM
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LOCOMOTORY.BEHAVIOR
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LOCOMOTORY.EXPLORATION.BEHAVIOR
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LONG.CHAIN.FATTY.ACID.BIOSYNTHETIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LONG.CHAIN.FATTY.ACID.CATABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LONG.CHAIN.FATTY.ACID.IMPORT.ACROSS.PLASMA.MEMBRANE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LONG.CHAIN.FATTY.ACID.IMPORT.INTO.CELL
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LONG.CHAIN.FATTY.ACID.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LONG.CHAIN.FATTY.ACID.TRANSPORT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LONG.CHAIN.FATTY.ACYL.COA.BIOSYNTHETIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LONG.CHAIN.FATTY.ACYL.COA.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LONG.TERM.MEMORY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LONG.TERM.SYNAPTIC.DEPRESSION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LONG.TERM.SYNAPTIC.POTENTIATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LOOP.OF.HENLE.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LOW.DENSITY.LIPOPROTEIN.PARTICLE.CLEARANCE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LOW.DENSITY.LIPOPROTEIN.PARTICLE.REMODELING
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LOW.DENSITY.LIPOPROTEIN.RECEPTOR.PARTICLE.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LUNG.ALVEOLUS.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LUNG.ASSOCIATED.MESENCHYME.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LUNG.CELL.DIFFERENTIATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LUNG.EPITHELIUM.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LUNG.GROWTH
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LUNG.LOBE.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LUNG.MORPHOGENESIS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LUNG.SACCULE.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LUNG.SECRETORY.CELL.DIFFERENTIATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LUNG.VASCULATURE.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LUTEINIZATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LUTEINIZING.HORMONE.SECRETION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LUTEOLYSIS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYMPH.NODE.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYMPH.VESSEL.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYMPH.VESSEL.MORPHOGENESIS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYMPHANGIOGENESIS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYMPHATIC.ENDOTHELIAL.CELL.DIFFERENTIATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYMPHOCYTE.ACTIVATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYMPHOCYTE.ACTIVATION.INVOLVED.IN.IMMUNE.RESPONSE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYMPHOCYTE.AGGREGATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYMPHOCYTE.ANERGY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYMPHOCYTE.APOPTOTIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYMPHOCYTE.CHEMOTAXIS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYMPHOCYTE.COSTIMULATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYMPHOCYTE.HOMEOSTASIS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYMPHOCYTE.MEDIATED.IMMUNITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYMPHOCYTE.MIGRATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYMPHOCYTE.MIGRATION.INTO.LYMPHOID.ORGANS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYMPHOID.PROGENITOR.CELL.DIFFERENTIATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYSINE.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYSOSOMAL.LUMEN.ACIDIFICATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYSOSOMAL.MEMBRANE.ORGANIZATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYSOSOMAL.MICROAUTOPHAGY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYSOSOMAL.PROTEIN.CATABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYSOSOMAL.TRANSPORT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYSOSOME.LOCALIZATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.LYTIC.VACUOLE.ORGANIZATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MACROAUTOPHAGY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MACROMOLECULE.CATABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MACROMOLECULE.DEACYLATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MACROMOLECULE.DEPALMITOYLATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MACROMOLECULE.METHYLATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MACROPHAGE.ACTIVATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MACROPHAGE.ACTIVATION.INVOLVED.IN.IMMUNE.RESPONSE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MACROPHAGE.APOPTOTIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MACROPHAGE.CHEMOTAXIS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MACROPHAGE.COLONY.STIMULATING.FACTOR.PRODUCTION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MACROPHAGE.COLONY.STIMULATING.FACTOR.SIGNALING.PATHWAY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MACROPHAGE.CYTOKINE.PRODUCTION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MACROPHAGE.DIFFERENTIATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MACROPHAGE.FUSION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MACROPHAGE.INFLAMMATORY.PROTEIN.1.ALPHA.PRODUCTION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MACROPHAGE.MIGRATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MACROPHAGE.PROLIFERATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MACROPINOCYTOSIS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAGNESIUM.ION.HOMEOSTASIS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAGNESIUM.ION.TRANSPORT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.ANIMAL.ORGAN.IDENTITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.APICAL.BASAL.CELL.POLARITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.BLOOD.BRAIN.BARRIER
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.CELL.NUMBER
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.CELL.POLARITY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.DNA.METHYLATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.DNA.REPEAT.ELEMENTS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.GASTROINTESTINAL.EPITHELIUM
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.LOCATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.LOCATION.IN.CELL
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.ORGANELLE.LOCATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.PRESYNAPTIC.ACTIVE.ZONE.STRUCTURE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.PROTEIN.LOCALIZATION.IN.ENDOPLASMIC.RETICULUM
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.PROTEIN.LOCALIZATION.IN.ORGANELLE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.PROTEIN.LOCATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.PROTEIN.LOCATION.IN.CELL
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.PROTEIN.LOCATION.IN.EXTRACELLULAR.REGION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.PROTEIN.LOCATION.IN.MITOCHONDRION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.PROTEIN.LOCATION.IN.NUCLEUS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.SISTER.CHROMATID.COHESION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAINTENANCE.OF.SYNAPSE.STRUCTURE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MALATE.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MALE.GAMETE.GENERATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MALE.GENITALIA.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MALE.MATING.BEHAVIOR
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MALE.MEIOSIS.I
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MALE.MEIOTIC.NUCLEAR.DIVISION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MALE.SEX.DETERMINATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MALE.SEX.DIFFERENTIATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAMMALIAN.OOGENESIS.STAGE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAMMARY.GLAND.ALVEOLUS.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAMMARY.GLAND.BRANCHING.INVOLVED.IN.PREGNANCY
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAMMARY.GLAND.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAMMARY.GLAND.DUCT.MORPHOGENESIS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAMMARY.GLAND.EPITHELIAL.CELL.DIFFERENTIATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAMMARY.GLAND.EPITHELIAL.CELL.PROLIFERATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAMMARY.GLAND.EPITHELIUM.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAMMARY.GLAND.FORMATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAMMARY.GLAND.INVOLUTION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAMMARY.GLAND.MORPHOGENESIS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MANGANESE.ION.TRANSMEMBRANE.TRANSPORT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MANGANESE.ION.TRANSPORT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MANNOSE.METABOLIC.PROCESS
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MANNOSYLATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAPK.CASCADE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MARGINAL.ZONE.B.CELL.DIFFERENTIATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAST.CELL.ACTIVATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAST.CELL.ACTIVATION.INVOLVED.IN.IMMUNE.RESPONSE
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAST.CELL.CYTOKINE.PRODUCTION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAST.CELL.DIFFERENTIATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAST.CELL.MIGRATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MAST.CELL.PROLIFERATION
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MATERNAL.PLACENTA.DEVELOPMENT
C5: Ontology Gene Sets	GO: Gene Ontology Gene Sets	GOBP.MATERNAL.PROCESS.INVOLVED.IN.FEMALE.PREGNANCY
