gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	diff_pct
ZNF75A	0.00103990773051549	0.446293074104956	0.2	0.028	1	T cells, CD4+	0.172
AKT1	0.0010522392333622	0.406413893683118	0.2	0.028	1	T cells, CD4+	0.172
ZNF805	0.00115587185975543	0.444270747110084	0.2	0.028	1	T cells, CD4+	0.172
SYK	0.00127777604829762	0.810597132637791	0.5	0.167	1	T cells, CD4+	0.333
GMIP	0.0012836881844665	0.378317211253952	0.2	0.028	1	T cells, CD4+	0.172
TTLL5	0.00131507204444063	0.412406419455834	0.2	0.028	1	T cells, CD4+	0.172
CIZ1	0.00133016798628958	0.386854027499038	0.2	0.028	1	T cells, CD4+	0.172
PIGM	0.00145244390469549	0.436569401741994	0.2	0.029	1	T cells, CD4+	0.171
PPP3CB-AS1	0.0014901692381939	0.381198483646072	0.2	0.028	1	T cells, CD4+	0.172
CFAP97	0.00157546590088795	0.614279921548206	0.4	0.103	1	T cells, CD4+	0.297
KLHL15	0.00159449591218364	0.340464860097878	0.2	0.028	1	T cells, CD4+	0.172
MPV17	0.00160545523904143	0.411760755281537	0.2	0.029	1	T cells, CD4+	0.171
TSPAN32	0.00170550936096732	0.37494649395301	0.2	0.028	1	T cells, CD4+	0.172
RDH13	0.00178657412943592	0.32279633469821	0.1	0.008	1	T cells, CD4+	0.092
ZNF564	0.00178657412943592	0.294137480250838	0.1	0.008	1	T cells, CD4+	0.092
USF3	0.00179120275219778	0.577778456792455	0.3	0.065	1	T cells, CD4+	0.235
FAM53B	0.0018232446512521	0.268371607071189	0.1	0.008	1	T cells, CD4+	0.092
MEGF6	0.00185717065114874	0.406379646790298	0.2	0.03	1	T cells, CD4+	0.17
ADGRE1	0.00186060569686365	0.280989985547507	0.1	0.008	1	T cells, CD4+	0.092
DCTN3	0.00189410416471182	0.461832022796913	0.3	0.061	1	T cells, CD4+	0.239
SIK3	0.00189771400487412	0.407166364163137	0.2	0.03	1	T cells, CD4+	0.17
UFM1	0.00199152566492862	0.675930569835367	0.6	0.218	1	T cells, CD4+	0.382
CAB39	0.00213775408231402	0.663856590186753	0.3	0.067	1	T cells, CD4+	0.233
NAV1	0.00218168541277284	0.39610602546006	0.2	0.03	1	T cells, CD4+	0.17
TCF7L2	0.00222374656175958	0.380089770992807	0.2	0.031	1	T cells, CD4+	0.169
KMT2B	0.00222867878593066	0.372217344466594	0.2	0.03	1	T cells, CD4+	0.17
CD109	0.00265513304664073	0.377464909839393	0.2	0.031	1	T cells, CD4+	0.169
NCOA1	0.00270708516104451	0.573986356890299	0.3	0.067	1	T cells, CD4+	0.233
RBM3	0.00280913988623377	0.606773150526821	0.8	0.414	1	T cells, CD4+	0.386
DNAJC16	0.0028335489791749	0.407938860978245	0.2	0.032	1	T cells, CD4+	0.168
DOK3	0.00297367895636568	0.338440042154737	0.2	0.031	1	T cells, CD4+	0.169
LINC01023	0.00313827878887188	0.319960268131941	0.1	0.009	1	T cells, CD4+	0.091
MMP24-AS1	0.00313827878887188	0.281999154377826	0.1	0.009	1	T cells, CD4+	0.091
PROCA1	0.00319681342180259	0.293096388901601	0.1	0.009	1	T cells, CD4+	0.091
MMP24	0.00319681342180259	0.279676955170455	0.1	0.009	1	T cells, CD4+	0.091
TESPA1	0.00319893970820971	0.341441193550397	0.2	0.032	1	T cells, CD4+	0.168
ATAD3C	0.00320408586514717	0.489560263776283	0.3	0.067	1	T cells, CD4+	0.233
PELP1	0.00322993411819052	0.415112203568333	0.2	0.033	1	T cells, CD4+	0.167
NAIP	0.00329966149393287	0.577114462547567	0.4	0.115	1	T cells, CD4+	0.285
KLHL8	0.00341391463734262	0.563772556420468	0.3	0.072	1	T cells, CD4+	0.228
RMND5A	0.00351964599226165	0.469855149714642	0.3	0.068	1	T cells, CD4+	0.232
SNHG3	0.00361122170913714	0.65852970556861	0.5	0.178	1	T cells, CD4+	0.322
ZNF660	0.00381842119960983	0.340056956577552	0.2	0.033	1	T cells, CD4+	0.167
LOC105374313	0.0039146739726365	0.379558630859214	0.2	0.034	1	T cells, CD4+	0.166
TMF1	0.00398266154178719	0.673519406343917	0.5	0.194	1	T cells, CD4+	0.306
MPZL1	0.00399457486525518	0.531838081697541	0.3	0.071	1	T cells, CD4+	0.229
STIM1	0.00415947374022593	0.443213451711713	0.2	0.035	1	T cells, CD4+	0.165
LRRC47	0.00440183692920899	0.392983101964373	0.2	0.035	1	T cells, CD4+	0.165
LYPLA2	0.00456188870035882	0.336351865642645	0.2	0.034	1	T cells, CD4+	0.166
KDM4A	0.00470122242878529	0.478379564226608	0.2	0.036	1	T cells, CD4+	0.164
BTBD11	0.0052090163771592	0.28735023807365	0.1	0.01	1	T cells, CD4+	0.09
LZTR1	0.0052977551611859	0.276583513911979	0.1	0.01	1	T cells, CD4+	0.09
ERCC6L2	0.00561434642996065	0.484261650418753	0.3	0.074	1	T cells, CD4+	0.226
RAD17	0.00581006270976251	0.543343240534514	0.3	0.076	1	T cells, CD4+	0.224
TBCB	0.00583279252846888	0.543089579324675	0.3	0.078	1	T cells, CD4+	0.222
GAPVD1	0.00626646719110078	0.634575294993782	0.3	0.082	1	T cells, CD4+	0.218
UBE2V2	0.00644528398876567	0.578641256581371	0.6	0.253	1	T cells, CD4+	0.347
EMC3	0.00644714227354435	0.548214374292127	0.3	0.078	1	T cells, CD4+	0.222
URI1	0.00655997676910606	0.574493690461195	0.5	0.182	1	T cells, CD4+	0.318
MUS81	0.00660873120890266	0.369098226743751	0.2	0.036	1	T cells, CD4+	0.164
HIVEP3	0.00684628821015423	0.351211193444174	0.2	0.036	1	T cells, CD4+	0.164
SPRYD7	0.00686183904598504	0.389147516436665	0.2	0.037	1	T cells, CD4+	0.163
ARGLU1	0.0070760289926156	-0.882343248205516	0.1	0.549	1	T cells, CD4+	-0.449
TGIF1	0.00709149218728739	0.323494240536724	0.2	0.036	1	T cells, CD4+	0.164
GLUL	0.0071904871613898	0.580507058534737	0.5	0.188	1	T cells, CD4+	0.312
GP1BB	0.00723302331585054	0.432386322459631	0.2	0.038	1	T cells, CD4+	0.162
SPATS2	0.00729205900457319	0.362403642046404	0.2	0.037	1	T cells, CD4+	0.163
EPB41L4A	0.00753423973008516	0.294093165079234	0.1	0.011	1	T cells, CD4+	0.089
KIAA0513	0.00753423973008516	0.278492959094593	0.1	0.011	1	T cells, CD4+	0.089
WARS2	0.00765307265671414	0.294928085817269	0.1	0.011	1	T cells, CD4+	0.089
ARHGEF10L	0.00765307265671414	0.274648064491682	0.1	0.011	1	T cells, CD4+	0.089
CSTB	0.00785133698212173	0.493647685112448	0.3	0.077	1	T cells, CD4+	0.223
PCYT1A	0.00811293572277003	0.517672228559247	0.2	0.04	1	T cells, CD4+	0.16
MX2	0.00821881273910104	0.400390900345538	0.2	0.038	1	T cells, CD4+	0.162
STAG3L5P	0.00828821894041555	0.519973694925293	0.3	0.08	1	T cells, CD4+	0.22
DNASE2	0.00828861951861461	0.361147073735519	0.2	0.038	1	T cells, CD4+	0.162
GNL3	0.00848080355139304	0.588663764091823	0.6	0.258	1	T cells, CD4+	0.342
AREG	0.00848248409125001	0.44720665223946	0.2	0.039	1	T cells, CD4+	0.161
SPOPL	0.00850123367390829	0.356824225697069	0.2	0.038	1	T cells, CD4+	0.162
NSFL1C	0.00873947906557692	0.439613938526679	0.2	0.04	1	T cells, CD4+	0.16
RNGTT	0.00905425371176142	0.324548234737862	0.2	0.038	1	T cells, CD4+	0.162
AARSD1	0.00940891084448852	0.388765759339517	0.2	0.04	1	T cells, CD4+	0.16
GEN1	0.00948604627247218	0.399513542104752	0.2	0.04	1	T cells, CD4+	0.16
C1orf43	0.009621964801562	0.554119871817188	0.4	0.139	1	T cells, CD4+	0.261
